"","Reach_Name","SITE","PU_Gap_Code","Site_Type","COUNT","Event_Date","SAMPTYPE","LAB_NAME","LAB_ID","TAXONOMIST","LAB_TAXON","TAXON_NAME","LARVAE","PUPAE","ADULTS","TOTAL","X._SUB","NUM_IN_RC","IMMATURE","INDETERMINATE","CONDITION","DISTINCT","AGGREGATED","LAB_COMMENTS","KINGDOM","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","INFRACLASS","SUPERORDER","ORDER","SUBORDER","INFRAORDER","SUPERFAMILY","FAMILY","SUBFAMILY","TRIBE","SUBTRIBE","GENUS","SUBGENUS","SPECIES","SUBSPECIES","ADDITIONS","ITIS_TAXON_SN"
"11","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","G. Wallace","3662","Dicrotendipes neomodestus",1,NA,NA,1,100,1,"N","N","N","Y",0,"#13","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes neomodestus",NA,NA,129450
"12","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","G. Wallace","1054","Micropsectra sp.",2,NA,NA,2,100,1,"N","N","N","Y",0,"#9","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Micropsectra",NA,"sp.",NA,NA,129890
"13","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","G. Wallace","1031","Orthocladius Complex",15,NA,NA,15,100,1,"N","N","N","Y",0,"#1","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Orthocladius",NA,"Orthocladius Complex",NA,NA,NA
"14","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","G. Wallace","975","Polypedilum flavum",2,NA,NA,2,100,1,"N","N","N","Y",0,"#3","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum flavum",NA,NA,NA
"15","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","G. Wallace","979","Polypedilum illinoense gr.",2,NA,NA,2,100,1,"N","N","N","Y",0,"#7","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum illinoense gr.",NA,NA,NA
"16","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","G. Wallace","983","Polypedilum scalaenum gr.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#14","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum scalaenum gr.",NA,NA,NA
"17","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","G. Wallace","911","Rheocricotopus sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#8","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Rheocricotopus",NA,"sp.",NA,NA,129086
"18","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","G. Wallace","1017","Rheotanytarsus exiguus gr.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#11","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Rheotanytarsus",NA,"Rheotanytarsus exiguus gr.",NA,NA,NA
"19","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","J. Pfeiffer","738","Simulium sp.",40,NA,NA,40,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Simuliidae","","",NA,"Simulium",NA,"sp.",NA,NA,126774
"20","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","J. Pfeiffer","3231","Acentrella parvula",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Acentrella",NA,"Acentrella parvula",NA,NA,609530
"21","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","J. Pfeiffer","271","Coenagrionidae",4,NA,NA,4,100,2,"N","N","Y","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","",NA,"",NA,"",NA,NA,102077
"22","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","J. Pfeiffer","1157","Hyalella sp.",36,NA,NA,36,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","",NA,"Hyalella",NA,"sp.",NA,NA,94025
"23","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","J. Pfeiffer","125","Cambaridae",6,NA,NA,6,100,1,"Y","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Astacidea","Astacoidea","Cambaridae","","",NA,"",NA,"",NA,NA,97336
"24","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","J. Pfeiffer","115","Caecidotea sp.",54,NA,NA,54,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Isopoda","Asellota","","Aselloidea","Asellidae","","",NA,"Caecidotea",NA,"sp.",NA,NA,92686
"25","kasky15","15","kasky15","random",355,"7/8/2013","Freshwater","EcoAnalysts","6940.01-1","J. Pfeiffer","2","Turbellaria",1,NA,NA,1,100,1,"N","N","N","Y",0,"","Animalia","Platyhelminthes","","Turbellaria","","","","","","","","","","",NA,"",NA,"",NA,NA,53964
"26","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","93","Physa sp.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Mollusca","","Gastropoda","","","","Basommatophora","","","","Physidae","","",NA,"Physa",NA,"sp.",NA,NA,76677
"27","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","447","Dubiraphia sp.",NA,NA,32,32,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Elmidae","","",NA,"Dubiraphia",NA,"sp.",NA,NA,114126
"28","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","477","Stenelmis sp.",2,NA,NA,2,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Elmidae","","",NA,"Stenelmis",NA,"sp.",NA,NA,114095
"29","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","490","Berosus sp.",4,NA,NA,4,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Hydrophilidae","","",NA,"Berosus",NA,"sp.",NA,NA,112812
"30","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","494","Tropisternus sp.",2,NA,NA,2,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Hydrophilidae","","",NA,"Tropisternus",NA,"sp.",NA,NA,112938
"31","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","772","Ablabesmyia sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#21 3-seg palp","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia",NA,"sp.",NA,NA,128079
"32","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","768","Ablabesmyia mallochi",6,NA,NA,6,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Ablabesmyia",NA,"Ablabesmyia mallochi",NA,NA,128097
"33","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","1006","Cladotanytarsus sp.",10,NA,NA,10,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Cladotanytarsus",NA,"sp.",NA,NA,129873
"34","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","839","Cricotopus bicinctus gr.",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Cricotopus",NA,"Cricotopus bicinctus gr.",NA,NA,NA
"35","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","934","Cryptochironomus sp.",9,NA,NA,9,100,1,"N","N","N","Y",0,"#17","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Cryptochironomus",NA,"sp.",NA,NA,129368
"36","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","940","Dicrotendipes fumidus",5,1,NA,6,100,1,"N","N","N","Y",0,"#23","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes fumidus",NA,NA,129436
"37","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","3662","Dicrotendipes neomodestus",18,NA,NA,18,100,1,"N","N","N","Y",2,"#22, imm. agg.","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes neomodestus",NA,NA,129450
"38","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","788","Labrundinia sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#18","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Labrundinia",NA,"sp.",NA,NA,128173
"39","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","1031","Orthocladius Complex",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Orthocladius",NA,"Orthocladius Complex",NA,NA,NA
"40","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","797","Pentaneura sp.",6,NA,NA,6,100,1,"N","N","N","Y",0,"#20","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Pentaneura",NA,"sp.",NA,NA,128215
"41","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","975","Polypedilum flavum",19,NA,NA,19,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum flavum",NA,NA,NA
"42","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","979","Polypedilum illinoense gr.",3,NA,NA,3,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum illinoense gr.",NA,NA,NA
"43","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","983","Polypedilum scalaenum gr.",2,NA,NA,2,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum scalaenum gr.",NA,NA,NA
"44","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","989","Pseudochironomus sp.",12,NA,NA,12,100,1,"N","N","N","Y",0,"#15","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Pseudochironomini",NA,"Pseudochironomus",NA,"sp.",NA,NA,129851
"45","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","996","Stictochironomus sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#16","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Stictochironomus",NA,"sp.",NA,NA,129785
"46","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","1029","Tanytarsus sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#24","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Tanytarsus",NA,"sp.",NA,NA,129978
"47","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","G. Wallace","805","Thienemannimyia gr. sp.",4,NA,NA,4,100,1,"N","N","N","Y",0,"#19","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Pentaneurini",NA,"Thienemannimyia gr.",NA,"sp.",NA,NA,NA
"48","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","3231","Acentrella parvula",7,NA,NA,7,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Acentrella",NA,"Acentrella parvula",NA,NA,609530
"49","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","2406","Paracloeodes minutus",3,NA,NA,3,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Paracloeodes",NA,"Paracloeodes minutus",NA,NA,100901
"50","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","2652","Plauditus sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Baetidae","","",NA,"Plauditus",NA,"sp.",NA,NA,568553
"51","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","153","Caenis sp.",5,NA,NA,5,100,2,"N","Y","Y","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Caenidae","","",NA,"Caenis",NA,"sp.",NA,NA,101478
"52","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","236","Maccaffertium sp.",1,NA,NA,1,100,1,"N","N","Y","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Heptageniidae","","",NA,"Maccaffertium",NA,"sp.",NA,NA,100507
"53","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","225","Stenacron interpunctatum",4,NA,NA,4,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Heptageniidae","","",NA,"Stenacron",NA,"Stenacron interpunctatum",NA,NA,100714
"54","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","264","Tricorythodes sp.",213,NA,NA,213,100,2,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Ephemeroptera","","","","Leptohyphidae","","",NA,"Tricorythodes",NA,"sp.",NA,NA,101405
"55","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","270","Hetaerina sp.",3,NA,NA,3,100,1,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Calopterygidae","","",NA,"Hetaerina",NA,"sp.",NA,NA,102048
"56","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","271","Coenagrionidae",4,NA,NA,4,100,NA,"N","N","Y","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","",NA,"",NA,"",NA,NA,102077
"57","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","272","Argia sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","",NA,"Argia",NA,"sp.",NA,NA,102139
"58","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","544","Cheumatopsyche sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydropsychidae","Hydropsychinae","",NA,"Cheumatopsyche",NA,"sp.",NA,NA,115408
"59","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","573","Hydroptila sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Hydroptilidae","","",NA,"Hydroptila",NA,"sp.",NA,NA,115641
"60","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","2880","Nectopsyche diarina",5,NA,NA,5,100,1,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Leptoceridae","","",NA,"Nectopsyche",NA,"Nectopsyche diarina",NA,NA,116663
"61","kasky46","46","kasky46","random",372,"8/14/2013","Freshwater","EcoAnalysts","6940.01-2","J. Pfeiffer","1157","Hyalella sp.",39,NA,NA,39,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","",NA,"Hyalella",NA,"sp.",NA,NA,94025
"62","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","L. Flaherty","10","Tubificidae",6,NA,NA,6,100,1,"N","N","N","Y",0,"RC#1","Animalia","Annelida","","Clitellata","Oligochaeta","","","Tubificida","","","","Tubificidae","","",NA,"",NA,"",NA,NA,68585
"63","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","G. Wallace","930","Chironomus sp.",34,NA,NA,34,100,1,"N","N","N","Y",0,"#25","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Chironomus",NA,"sp.",NA,NA,129254
"64","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","G. Wallace","940","Dicrotendipes fumidus",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Dicrotendipes",NA,"Dicrotendipes fumidus",NA,NA,129436
"65","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","G. Wallace","1054","Micropsectra sp.",1,NA,NA,1,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Micropsectra",NA,"sp.",NA,NA,129890
"66","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","G. Wallace","878","Nanocladius sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#30","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Orthocladiinae","",NA,"Nanocladius",NA,"sp.",NA,NA,128844
"67","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","G. Wallace","1015","Paratanytarsus sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#29","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Tanytarsini",NA,"Paratanytarsus",NA,"sp.",NA,NA,129935
"68","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","G. Wallace","979","Polypedilum illinoense gr.",4,NA,NA,4,100,NA,"N","N","N","Y",0,"","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Chironominae","Chironomini",NA,"Polypedilum",NA,"Polypedilum illinoense gr.",NA,NA,NA
"69","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","G. Wallace","799","Procladius sp.",14,NA,NA,14,100,1,"N","N","N","Y",0,"#26","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Procladiini",NA,"Procladius",NA,"sp.",NA,NA,128277
"70","kasky182","182","kasky182","random",366,"7/15/2014","Freshwater","EcoAnalysts","6940.01-3","G. Wallace","800","Psectrotanypus sp.",1,NA,NA,1,100,1,"N","N","N","Y",0,"#27","Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","Tanypodinae","Macropelopiini",NA,"Psectrotanypus",NA,"sp.",NA,NA,128048
